instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
1386497,5416,697AS31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1867521,7295,697AS31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1400065,5469,697GA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1832449,7158,697GS2026-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5341185,20864,697KA28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5353473,20912,697KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
79617,311,697KA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1401345,5474,697KL31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5618177,21946,697MH28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1387009,5418,697NL31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1387265,5419,697PN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5577985,21789,697PN40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5646593,22057,697RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1279233,4997,697RJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
550401,2150,697RJ51-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
577793,2257,697RJ51A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1302017,5086,697TN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1324289,5173,697TN31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1386753,5417,697TN31B-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1560577,6096,697TN31C-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
933633,3647,697TN46-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1387777,5421,697UP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1561345,6099,697UP31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
550145,2149,697WB36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1451009,5668,698AP36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
546305,2134,698AS31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1399809,5468,698AS31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1658369,6478,698BR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1867777,7296,698GA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1365505,5334,698GJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1417729,5538,698HP32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1338625,5229,698HR31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
549377,2146,698HR41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1507841,5890,698JK36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5616385,21939,698MH28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5626369,21978,698MP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1506561,5885,698PN33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
788225,3079,698PY33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1561601,6100,698RJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1658881,6480,698RJ31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1289473,5037,698TN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1338881,5230,698TN31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5667329,22138,698TR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5680897,22191,698TS28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
915713,3577,698TS41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1401089,5473,698UP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5670145,22149,698WB35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1458433,5697,698WB36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1727745,6749,698WB37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5340417,20861,699AR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1620481,6330,699AS31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5340673,20862,699GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1279489,4998,699GA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1286913,5027,699GA31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1365249,5333,699GA31B-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5389569,21053,699GJ26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1714177,6696,699GS2051-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1590017,6211,699HR31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5683201,22200,699JH30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
530945,2074,699JK31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
700161,2735,699KA28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1508097,5891,699KL36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2080769,8128,699MH29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5612033,21922,699MN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5622785,21964,699MP24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1728001,6750,699MP41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2120705,8284,699PY29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
576257,2251,699RJ41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
933121,3645,699TN41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1508353,5892,699TR36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5680641,22190,699TS28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1728513,6752,699TS43-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1289729,5038,699UP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1324545,5174,699UP31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1625601,6350,699UP31B-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1324033,5172,699WB30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1400321,5470,699WB31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
158721,620,699WB35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
790785,3089,699WB36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1509121,5895,699WB36A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
532737,2081,69AP32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
866561,3385,69AP39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5159681,20155,69AS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
75265,294,69AS30A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5157889,20148,69GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
112641,440,69GA30A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
784385,3064,69GJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
114177,446,69HP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
868353,3392,69JK33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5159425,20154,69KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1726209,6743,69KA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
78337,306,69ML30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5613057,21926,69MN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
901889,3523,69MZ33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2020609,7893,69PY28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
74497,291,69PY29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1219585,4764,69RJ32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1535233,5997,69TN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5676033,22172,69UK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
79105,309,69UK30A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
78593,307,69UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5355521,20920,6AP25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
963073,3762,701AP39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1280513,5002,701MH32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1302273,5087,701MN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5638913,22027,701PY26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1302785,5089,701UP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5340929,20863,702AP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1625857,6351,702AP36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1626113,6352,702AP37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1425665,5569,702AP41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5337857,20851,702AS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5472001,21375,702BR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
572417,2236,702HP36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
649985,2539,702HR29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1926145,7524,702KA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1870081,7305,702KA33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
649473,2537,702KL28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
683521,2670,702MH29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1425921,5570,702ML41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
683009,2668,702PN28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2121473,8287,702TN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1928449,7533,702TN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1365761,5335,702UP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1289985,5039,702WB31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
121601,475,703AP40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1923073,7512,703AS31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1924865,7519,703HP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5436417,21236,703HR40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1562625,6104,703KA32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5610241,21915,703KL30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1658625,6479,703MN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
573185,2239,703MP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5631233,21997,703NL30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5639425,22029,703PY28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5651457,22076,703RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1927937,7531,703RJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
575489,2248,703RJ36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2130177,8321,703TN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
952065,3719,703TN46-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
952833,3722,703TN51-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1166337,4556,703TS51-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5654273,22087,703UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1527553,5967,704AP34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
944385,3689,704AP40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
945153,3692,704AP41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5211905,20359,704GJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
946433,3697,704JK36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1417985,5539,704KL34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
650753,2542,704MH29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5635073,22012,704ML30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5623041,21965,704MP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5636865,22019,704MZ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
548609,2143,704MZ33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5644289,22048,704RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1223681,4780,704RJ36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1999873,7812,704TN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2082305,8134,704TN30A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1872641,7315,704TS32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
964353,3767,704TS51-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5675521,22170,704UK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5653761,22085,704UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1928705,7534,704UP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
80641,315,704WB35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5436673,21237,705AP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1414913,5527,705AP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5318145,20774,705AS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
571649,2233,705HP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
82177,321,705HR40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5682689,22198,705JH30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5606145,21899,705KL30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1533697,5991,705KL36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
119297,466,705MH32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5611521,21920,705MN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2081281,8130,705MZ29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
80897,316,705MZ35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5630465,21994,705NL30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
573953,2242,705NL31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
546561,2135,705PN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
574721,2245,705RJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
951297,3716,705RJ41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5662465,22119,705TN26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1414657,5526,705TS35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
953601,3725,705TS41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1928961,7535,705UK31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5668609,22143,705WB30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
579841,2265,705WB31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1536257,6001,705WB36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1873665,7319,705WB36A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5308673,20737,706AP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
701441,2740,706CG29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2096385,8189,706GJ32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1839105,7184,706GS2046-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1659905,6484,706JK33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1226241,4790,706KL38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1419521,5545,706KL39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1227009,4793,706KL41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1533953,5992,706MZ34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1226753,4792,706TS41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5674497,22166,706UK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1224193,4782,706WB36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
580097,2266,707AS31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
609537,2381,707GJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1224705,4784,707HR37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5323777,20796,707JK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
117761,460,707MP32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
963329,3763,707RJ46-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1873409,7318,707TN38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1660161,6485,708AP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1660673,6487,708AP40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
609281,2380,708CG29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5672705,22159,708CG30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
683777,2671,708GJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1419265,5544,708JK36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5324033,20797,708KA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
119809,468,708KA34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1590273,6212,708KA34A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
610049,2383,708MH31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2137857,8351,708MP29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5638401,22025,708PY26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5640961,22035,708RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1660929,6488,708TS42-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
579585,2264,708UP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1628417,6361,708WB41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1527809,5968,709AP39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2095873,8187,709AS32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2121985,8289,709GJ32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5200129,20313,709KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1215489,4748,709KL36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5629697,21991,709MP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2096897,8191,709RJ32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1367809,5343,709TS34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1535489,5998,709TS40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5656577,22096,709UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
120833,472,709WB40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
962049,3758,70AP38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1680129,6563,70AP38A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
81409,318,70AP39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1425153,5567,70AP39A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1680385,6564,70AP39B-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1659649,6483,70GA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1923329,7513,70GA31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1531649,5983,70JH33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1870593,7307,70JK33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5617665,21944,70MH28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1250561,4885,70MN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1561857,6101,70MN31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1927681,7530,70MN31B-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1288705,5034,70MP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1423105,5559,70MZ34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1562369,6103,70NL31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1872897,7316,70NL31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1289217,5036,70RJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1366017,5336,70TN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1425409,5568,70TS36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
570113,2227,70TS51-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1290241,5040,70UK31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5654529,22088,70UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1339137,5231,70WB31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1659393,6482,70WB31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5145345,20099,710GJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5673985,22164,710UK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5653249,22083,710UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5145601,20100,711AS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5672193,22157,711CG30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
696577,2721,711GJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5130497,20041,711HP28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5130241,20040,711HP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5622529,21963,711MP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5637121,22020,711MZ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5675265,22169,711UK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1290497,5041,712AP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1225985,4789,712AP37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1968897,7691,712AS32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2123521,8295,712AS32A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2130945,8324,712GJ32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5318401,20775,712HR40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2133505,8334,712JK37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1929985,7539,712KA34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2098177,8196,712KA37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5623297,21966,712MP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1280769,5003,712MZ34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2098433,8197,712PN37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2138113,8352,712TN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1973505,7709,712UP32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1932289,7548,712WB36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1418753,5542,712WB51-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1220097,4766,713AP36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1564673,6112,713AP36A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2133761,8335,713AP39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2097409,8193,713AP40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2097665,8194,713AP41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2124289,8298,713BR32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1969153,7692,713HR32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2134017,8336,713HR42-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2097153,8192,713JK34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2125057,8301,713KA38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2125313,8302,713KA39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1253633,4897,713KL46-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
684289,2673,713RJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1246465,4869,713RJ41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2098689,8198,713TN47-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2133249,8333,713TS34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2124545,8299,713TS37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5124865,20019,714AP34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1930241,7540,714AP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1291265,5044,714AP36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1339905,5234,714AP37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1932545,7549,714AP40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1340417,5236,714AP41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1565441,6115,714AP41A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1932801,7550,714AP41B-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5124097,20016,714BR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5290753,20667,714GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1929217,7536,714HP33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
702209,2743,714HR31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1931009,7543,714JK36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5687809,22218,714KA29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5689601,22225,714KA29A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2000129,7813,714KA32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1930497,7541,714KL35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5616897,21941,714MH29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1973249,7708,714PN32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1931265,7544,714PN36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
